indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1976,981612322.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1975,972242932.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1974,962281658.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1973,952000973.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1972,941467841.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1971,930596384.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1970,918489195.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1969,908238681.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1968,897869478.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1967,887553832.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1966,877030636.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1965,866300939.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1964,855135046.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1963,843650775.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1962,832227425.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1961,820795966.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'OE', 'value': 'OECD members'}",OED,1960,809580211.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2024,12931878.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2023,12822134.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2022,12699005.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2021,12541889.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2020,12417333.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2019,12281907.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2018,12135267.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2017,11989367.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2016,11851918.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2015,11722398.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2014,11591200.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2013,11466589.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2012,11346082.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2011,11226214.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2010,11112466.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2009,10989567.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2008,10862640.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2007,10730365.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2006,10601352.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2005,10479844.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2004,10371059.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2003,10269557.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2002,10136134.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2001,9961679.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2000,9788238.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1999,9758520.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1998,9746302.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1997,9618823.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1996,9493131.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1995,9389918.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1994,9328189.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1993,9249106.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1992,9201490.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1991,9131087.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1990,8949306.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1989,8765561.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1988,8592255.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1987,8429468.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1986,8271747.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1985,8118973.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1984,7975015.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1983,7843045.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1982,7711694.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1981,7577614.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1980,7444817.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1979,7309677.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1978,7176063.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1977,7044675.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1976,6913443.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1975,6790788.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1974,6679456.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1973,6573195.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1972,6460753.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1971,6348289.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1970,6240826.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1969,6141108.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1968,6047701.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1967,5959394.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1966,5872358.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1965,5779625.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1964,5680872.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1963,5578740.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1962,5476102.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1961,5374964.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S4', 'value': 'Other small states'}",OSS,1960,5297024.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2024,2722467.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2023,2689224.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2022,2656049.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2021,2625493.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2020,2595522.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2019,2568656.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2018,2542009.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2017,2509999.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2016,2477794.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2015,2445989.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2014,2414338.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2013,2382931.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2012,2351924.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2011,2320899.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2010,2289399.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2009,2262456.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2008,2240739.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2007,2218230.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2006,2194265.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2005,2170029.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2004,2145505.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2003,2120592.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2002,2095273.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2001,2069097.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2000,2042274.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1999,2014289.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1998,1984859.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1997,1954642.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1996,1926342.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1995,1901782.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1994,1878007.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1993,1853148.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1992,1827395.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1991,1801531.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1990,1775607.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1989,1748900.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1988,1721206.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1987,1692234.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1986,1660533.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1985,1625654.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1984,1590058.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1983,1555284.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1982,1521261.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1981,1487561.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1980,1454476.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1979,1422234.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1978,1390784.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1977,1360619.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1976,1331351.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1975,1303608.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1974,1277600.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1973,1253169.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1972,1229695.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1971,1205879.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1970,1181537.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1969,1156327.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1968,1130851.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1967,1105889.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1966,1079689.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1965,1051140.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1964,1022081.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1963,993524.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1962,965430.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1961,938244.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,1960,912120.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2024,1128377826.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2023,1121315547.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2022,1117394729.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2021,1116582773.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2020,1117007476.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2019,1114898817.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2018,1111377470.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2017,1107161559.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2016,1102966925.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2015,1097890139.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2014,1093025476.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2013,1088424167.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2012,1084193277.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2011,1079468050.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2010,1076208648.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2009,1071118156.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2008,1065603711.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2007,1059147302.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2006,1052866351.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2005,1047140108.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2004,1041890752.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2003,1036498631.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2002,1031302538.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2001,1026105872.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2000,1021150563.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1999,1015990094.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1998,1011086034.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1997,1006102041.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1996,1000836719.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1995,995338472.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1994,990028770.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1993,984398082.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1992,978087877.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1991,971291914.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1990,964371624.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1989,958176572.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1988,952284317.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1987,946817118.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1986,941566838.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1985,936480384.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1984,931624894.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1983,926768139.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1982,921558505.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1981,916024683.0,,,0
