indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1975,768080678.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1974,762546552.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1973,756775460.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1972,750728655.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1971,744432963.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1970,738724073.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1969,733044421.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1968,726634174.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1967,720146318.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1966,713443573.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1965,706683416.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1964,699058435.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1963,691189404.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1962,683341199.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1961,675548634.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'Z7', 'value': 'Europe & Central Asia'}",ECS,1960,667887356.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2024,250281521.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2023,248721385.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2022,250514347.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2021,251867727.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2020,250351240.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2019,248576676.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2018,246400484.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2017,244308649.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2016,242224182.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2015,240083379.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2014,237999321.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2013,235905150.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2012,233875199.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2011,231988438.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2010,230106440.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2009,228250911.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2008,226524480.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2007,225016072.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2006,224417513.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2005,223360135.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2004,222413290.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2003,221399692.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2002,220400259.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2001,219435056.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,2000,218486598.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1999,217579952.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1998,217104725.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1997,216672059.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1996,216002100.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1995,215114964.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1994,214329901.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1993,213395945.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1992,212032319.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1991,210169114.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1990,208212866.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1989,205733205.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1988,202990335.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1987,200194022.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1986,197344981.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1985,194525195.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1984,191755370.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1983,188979984.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1982,186272610.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1981,183746315.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1980,181309432.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1979,178774505.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1978,176315643.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1977,173726978.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1976,171119860.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1975,168594458.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1974,166121814.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1973,163601189.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1972,161049046.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1971,158428591.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '7E', 'value': 'Europe & Central Asia (excluding high income)'}",ECA,1970,155918823.0,,,0
